tweet.id,tweet.created_at,tweet.text,tweet.user.name,tweet.user.screen_name,tweet.user.location,tweet.user.id,tweet.user.followers_count,tweet.user.friends_count,tweet.user.favourites_count,tweet.user.description
1257496834043531267,2020-05-05 02:26:23,Let’s be clear: the fact the nursing home deaths are not front and center every day in elite media coverage of… https://t.co/vmAQfr6PZZ,Alex Berenson,AlexBerenson,New York,87679233,95646,169,0,"Former NYT reporter and author of Tell Your Children. (My backup Telegram account is at AlexBerensonCV.)   National villain. Summertime, and the living's easy."
1257543756234055680,2020-05-05 05:32:50,"If Aadhar Card had been used as a base of our PDS system, it would have resolved many of our problems during #Covid… https://t.co/6TMkZvMdk0",Rohan Gupta,rohanrgupta,,336088096,88388,625,1805,"Chairman, Social Media Department , Indian National Congress"
1257577242504224774,2020-05-05 07:45:53,"So much chatter about Chennai competing with Bangalore vis-à-vis liquor sales. With the latest announcement, we are… https://t.co/pr8jPV0rzC",Chennai Super Kings,ChennaiIPL,"Chepauk, Chennai",117407834,5406587,437,6113,The Official Tweet of the Chennai Super Kings 🦁 #WhistlePodu #விசில்போடு #Yellove💛
1257730414795542531,2020-05-05 17:54:33,RT @JessedHagopian: Happy #TeacherAppreciationWeek to y’all social justice educators!    I did this interview to help us think through what…,lex,itslexnotalexa,,127129312,1798,484,156390,principled | abolitionist | she/her
1257730410391441409,2020-05-05 17:54:31,RT @ATX_PATRIOT: When will #we learn that China is not our friend nor a resource for products?   ☠️ Poisoned dog food ☠️ Toxic Candy &amp; toot…,PAPatriot ⭐️⭐️⭐️,patriot_pa,"Pennsylvania, USA",529597767,602,158,24605,"Forgiven, businessman, entrepreneur, follower of the Holy Creator and Redeemer God of Life, NRA life member"
1257730408806002689,2020-05-05 17:54:31,"RT @mathebula_chris: So excited by this great project that has come to fruition. Please tune in on Monday, 11 May. Hope Alive Online Radio…",Monnaotsile Setlhabi,Monnaotsile,,713765696,506,371,3081,
1257730406729875457,2020-05-05 17:54:31,RT @DemocratFed: The Greatest Criminal Fraud in Medical History:   Where’s the Virus?  F. William Engdahl  @MaryamHenein @CeliaFarber @jonr…,Jason Zagaro,JasonZagaro,"Mahwah, NJ",515574232,65,195,1008,Yoga teacher-Musician. New Jersey native. Instagram jz_yoga. Not my dog above but love him
1257730403458330627,2020-05-05 17:54:30,"RT @DSGovernment: To curb the spread of #COVID-19, all citizens and residents of Delta State must wear face masks in public at all times. #…",YinkaJones,YinkaJones2,Abuja,1039137416966234117,113,60,1884,I am a genius cos I am a winner. Winners always win
1257730403349065728,2020-05-05 17:54:30,RT @kausar_nargis: Is there any different plan different stratagy behind lockdown...?? Can #Covid be eradicated after Arrest of JMI student…,LaraibKhan لاریب ابن امان اللہ,LaraibkhanA,"Raver, India",1146758226349871104,82,770,1356,Student of Biotechnology.student activist KBCNMU university Jalgaon Member Of @sioindia #TI
1257730399167488002,2020-05-05 17:54:29,RT @ceriphi: Stop! Does your #COVID-19 patient really need antibiotics? Evidence suggests bacterial co-infection occurs in less than 10% of…,"Amira Guirguis, PhD",AMIRAGUIRGUIS1,,710136917971570688,937,1110,4176,"Pharmacist, Senior Lecturer, MPharm Prog Director Swansea Uni, JPAG committee member. Psychoactive Subs research. Views my own. Retweets are not endorsements"
1257730398336937985,2020-05-05 17:54:29,"RT @AlexBerenson: As the media desperately pretends Georgia @govkemp has killed hordes of his state’s residents by allowing them to shop, t…",-DJ-🖤❤ TRUMP🖤,laridor1,,701253999228354560,8435,6756,404562,*** TRUMP 2020 ***                                                                 * NO LISTS !!! -- *No F-Bombs!
1257730398177484800,2020-05-05 17:54:29,"RT @heyyparth: In my colony, people are fighting (on a WA group) over raising the salary of the guy who picks house waste by Rs 50/home p/m…",AnnieZaidi,anniezaidi,India,10839562,10510,843,3734,Writer of various things. Maker of short-ish films. Shaami kebab fan.  Books available here: https://t.co/BH1lhvWFnc
1257730391026405378,2020-05-05 17:54:27,RT @KVUE: #Texas sets record for largest gain of #COVID–19 cases over a two-day period since pandemic began https://t.co/x6O4lnKpBU,B Gault,MssGault,#ATX \m/ Spurs,563075168,647,541,10737,Seeking Justice. Survivor. Supporter. Honest. Real. DeionSanders Traceyeedmonds Emmitt22 (._.°)™ 959RnB ImCharlieWilson sinbadbad reaTroyRoberts Maher48hours
1257730377143029760,2020-05-05 17:54:24,RT @Vijayabaskarofl: 4000 bedded #Covid care centers are ready as per the guidance of Hon’ble @CMOTamilNadu. The facilities were personally…,sriramonline,sriramonline1,,1091199325084864512,5,90,759,
1257730370939781121,2020-05-05 17:54:22,RT @anirvanc: A great initiative by @Locus_Sh to play their part in the #covid crisis. Very effective solution that generates APIs in real…,Blume Ventures,BlumeVentures,"Mumbai, Bangalore & Delhi NCR",254124909,37772,570,14441,Backing the next wave of revolutionary founders and ventures from India.  Pitch to us at https://t.co/d79OuPJh3x
1257496827634515968,2020-05-05 02:26:21,RT @DrSamirSinha: Canada has the HIGHEST proportion of deaths in #LTC settings among 14 countries. @RyersonNIA+@BruyereCare researchers hav…,Urban Pragmatist 🇨🇦,TOagainstFord,"Toronto, Ontario, Canada",991132349663412224,314,256,14095,"Personal views from a Torontonian on Canadian and Toronto politics, world politics, democracy, cosmopolitan openness, urbanism + transit & science + tech."
1257496824643874817,2020-05-05 02:26:20,RT @LeoVaradkar: Great call with President Moon ⁦@TheBlueHouseENG⁩ of the Republic of Korea this morning. Discussed co-operation on PPE sup…,길!,kimyulhee85,,2572246068,934,1074,710,
1257496822819573761,2020-05-05 02:26:20,"RT @johnstanly: Big day for #Kerala. The state reports zero #COVID infection again, and discharges 61 patients! The total number of active…",TUFAIL AHMAD,tufailelif,The Milky Way,21002587,73732,4567,56857,"""During times of universal deceit, telling the truth becomes a revolutionary act"" – George Orwell. Writer. Ex: BBC, PTI. AMU, JNU, IIMC, King's College London."
1257496812878917637,2020-05-05 02:26:18,RT @Stalin__SP: Sources say that the govt is planning to treat only the Symptomatic patients at hospitals and isolate Asymptomatic patients…,Amanullah khan,Gak_Ak,"Chennai, India",1081762880,19,125,1275,Sales & Service Engineer
1257496746273406984,2020-05-05 02:26:02,"RT @Aaron_Derfel: 11) At the same time, 11,000 workers are absent from Quebec's health network, either because they’re sick with #COVID or…","marci, lol",BeingMarci,"Montreal, Qc.",126499832,4125,1560,15570,Features Editor @styleathome Former Digital Editor @readersdigest @porterairlines Words: @chatelaine @canadianliving @todaysparent
1257496741718503424,2020-05-05 02:26:01,@JeremyLFojut @Captjakemke @TimGokhman @SarahbethMKE @jasongay I do think there's an opportunity to create a manife… https://t.co/zlkZRXv4y1,Jeff Sherman,ShermanJeff,Milwaukee,8229182,10760,11796,14280,"I act, share and care about media, community, Milwaukee & more. Civic leader, @OnMilwaukee co-founder, husband, dad,  @WisconsinClub, @MarquetteU, more. Onward."
1257496734663618560,2020-05-05 02:25:59,RT @LinaHidalgoTX: NEW: 220 sheriff's deputies associated with the jail have tested positive for #COVID19. Over 1/10 of ALL #COVID cases in…,lisarntx,lisarntx,"Houston, TX",21482782,1999,2454,12856,Wife. Mother. Grandmother. Patriot. Registered Nurse. @POTUS will have my support again once I understand why he allowed FAKE numbers to destroy our economy.
1257496731282882560,2020-05-05 02:25:58,"RT @FarukFirat1987: Happened in #California, #USA.  What is it? What is going in the sky?  #COVIDー19 #coronavirus #Covid_19 #UFO #ufo2020 #…",Srodrod,CRodrod12,,874830762,376,2886,59308,"Intuition, imagination & Inspiration!  Geopolitics, Arts, And the love of Culture.🙏"
1257496728900644864,2020-05-05 02:25:57,"RT @immivoice: When we implement test &amp; trace to stop the spread of #CORONAVIRUS, it’ll be thanks to Dr Aarthi Prasad, a top contact tracin…",Ravella,sravella,"Texas, USA",51687249,30,11,2198,"Coder, Hiker, Nature lover"
1257496724718813185,2020-05-05 02:25:56,RT @MsButterflyyy: Trump filed a cease and desist letter regarding this ad.   He doesn’t want you to see the truth.   I say we spread it fa…,Truth Hurts,TruthHurtsAhole,Planet Earth,906147685811486722,333,631,3163,"Warrior for the Truth. Rascists Assholes, Ignorant Politicians and people who are Bullies, I'm your worst Nightmare! #DumpTrump2020 #DumpTheGOP2020"
1257496685518995456,2020-05-05 02:25:47,RT @JudyWoodruff: Pulitzer prize winning reporter @Laurie_Garrett says today's  forecasts of big expansion of #Covid seem headed for the Pr…,Sandlun,sandlun,"Cincinnati, OH",23149675,15,91,1106,"Midwest maven of brand and content management and PR, ballet, classical and blue grass music, and movies. Curious and seeking to be enlightened."
1257496667995156480,2020-05-05 02:25:43,"RT @Aaron_Derfel: 8) The number of #COVID hospitalizations is rising steadily, with many patients likely being sent to hospitals from long-…","marci, lol",BeingMarci,"Montreal, Qc.",126499832,4125,1560,15570,Features Editor @styleathome Former Digital Editor @readersdigest @porterairlines Words: @chatelaine @canadianliving @todaysparent
1257496653600362496,2020-05-05 02:25:40,RT @FarmwrkrJustice: Watch now.  Today's Farmworker Justice Facebook program on #Farmworkers in the #COVID-19 Era features an interview wit…,Robin Talbert,RJTalbert,,2593235796,282,884,48380,Nonprofit Management Consultant & Writer
1257496652723650561,2020-05-05 02:25:39,"There are many ways #COVID has attacked people.  In the #USA, it has also divided #families based on people who agr… https://t.co/r2sR6kqJC6",Cypresso🇺🇸,Cypresso,United States,19835190,12300,11950,7581,"#Trump #MAGA #TRUMP2020 #KAG #AMERICAISGREAT  #TEAMTRUMP- Here to provide support for our #POTUS. #DrainTheSwamp #PatriotsUnite. No T-shirts! IFB 🚫 ""love"" DMs."
1257496641508179968,2020-05-05 02:25:37,Day 1 of Phase 1 and it’s already chaos. Second wave is coming. #covid,AngieQ,angiestaysfly,Puerto Rico,245162777,196,127,746,leavin' on a jet plane ✈
1257496626278662149,2020-05-05 02:25:33,"@CashbeanO Cooking &amp;Creativity serves as a form of mindfulness,as we can only focus on 1thing&amp;have to be fully pres… https://t.co/GXtlzgAe7F",râmÿà❤️,ramyavellanki,"Hyderabad, India",359296663,6180,1099,233505,"Smart Work or Hard Work- always keep the 🧠 engaged !! Researcher🔬📚, #Conservation Biologist (Wildlife 🐯) , Loves gadgets, travel & music 🎵💕"
1257496619488104448,2020-05-05 02:25:31,This is our new normal #COVIDー19 #COVID #staysafe #washyourhands #DONTtouchYOURface #FaithOverFear https://t.co/y8ixFvuQVg,Lora ❤️ † ↘️✝️♎️↗️↘️,iAmLoraG,"Tennessee, USA",25341198,764,813,4539,"Follower of Jesus Christ ALL things (good or bad) work together for my good-His purpose. Rom 8:28 *Blessed wife, mom, Nonnie, RN, Rock painter 🇺🇸 #ProLife"
1257496614345768963,2020-05-05 02:25:30,RT @DrSamirSinha: Canada has the HIGHEST proportion of deaths in #LTC settings among 14 countries. @RyersonNIA+@BruyereCare researchers hav…,Luke Stark PhD,luke_stark,"Montréal, Québec",24223629,4235,3268,43732,"postdoc researcher in ethics, emotion, and AI @MSFTResearch Montreal | ex @mccNYU @dartmouth @BKCHarvard | no all-male panels | he/his/him | views my own"
1257496606196338691,2020-05-05 02:25:28,"RT @Lily_NEA: Join me tomorrow for an #EdJustice town hall on impact of #COVID-19 on our students and educators with @LULAC, @NEA, @cheryl_…",Yamil,yamilb12,A veces aquí,14726241,2739,1999,59329,"{RI/DR} World Language acquisition facilitator and more ""Si la educación no libera, es basura""-YYB |she/her/ella| #EduColor (*Tweets my own*)"
1257496605801893888,2020-05-05 02:25:28,RT @conpsweeney: 45         You don't have any #socialmedia is it too late to start during the #COVID-19 #pandemic?  Read my #blogpost to f…,Eric Stoffle,EricStoffle,,195016054,20605,11489,2165,I write thrillers and more. Trading Lives is about a young woman with a good heart but deadly hands! I'd love it if you gave it a read and give your feedback.
1257496604069806080,2020-05-05 02:25:28,"RT @emahlee: Amazon VP, @timbray resigns over #covid firings of me, @marencosta and others.   Says Amazon “firing whistleblowers” is “evide…",Anastassia,giveupgoblin,,306925888,22,191,5715,"she/her, 10/'93, maybe nb dog mom, obsessed with goblins and nursing an unhealthy addiction to buying dice. sometimes art. hecked up but getting there."
1257496603973255172,2020-05-05 02:25:28,RT @maQi5er: This strongly indicates an inside job #qanon  #COVIDー19 #COVID19Canada #Covid   https://t.co/OLF7JXxywm,Scotia@🇨🇦,Cherylscotian1,Nova Scotia,1096613561147764736,1141,592,31348,Together we stand; Divided we fall. 🇨🇦 I believe in Jesus. OPINIONS ARE MY OWN. Save the children. I’m the baby in the photo.😊 I’m a redneck and proud of it.
1257496591335747585,2020-05-05 02:25:25,"RT @emahlee: Amazon VP, @timbray resigns over #covid firings of me, @marencosta and others.   Says Amazon “firing whistleblowers” is “evide…",teeniney,teeniney,,262255791,61,253,1580,anti-fascist
1257496587850280960,2020-05-05 02:25:24,"RT @WinfieldForUS: By the end of March, the USA had tested 472 people for #coronavirus.  By then South Korea had tested more than 55,000.…",ellen,teakinrj,,78408027,2797,4968,369228,
1257496568044773376,2020-05-05 02:25:19,"RT @Westernaviatio1: Air Canada executives don’t see their foray into the all-cargo market lasting in the long term, though it has helped r…",123PL 🇨🇦,peterjameslee,Vancouver BC,49208595,265,3356,14211,Cleveland fan that lives in Vancouver. Also a SF Giants fan...and an avid curler! Lawn bowler in the Summer also.
1257496567226875904,2020-05-05 02:25:19,RT @bernamadotcom: [World] Vietnam records no new community #COVID-19 infection for 18 days straight  https://t.co/jdpzKWHbbe https://t.co/…,Haikal De Gea (ハイカル),hackerunited,Cyberjaya,231677991,497,361,8296,#GGMU #BVB. Not as bright and good like everyone else. Questions? https://t.co/9HJs0T1w7t
1257496566774075398,2020-05-05 02:25:19,"RT @Aaron_Derfel: 11) At the same time, 11,000 workers are absent from Quebec's health network, either because they’re sick with #COVID or…",Noha Beshir,hockeyhijabi,Canada,263617902,1351,532,30957,"A hockey loving, tree hugging, exhausted working mom in Ottawa. Long suffering Habs fan https://t.co/XHwxIeej95 #noDAPL #Idlenomore #blm"
1257496564051972096,2020-05-05 02:25:18,RT @eyeshaveopened: Enjoy this compilation of @realDonaldTrump drawing air Q’s at his rally’s.  #coronavirus #COVID #FRAZZLEDRIP #maga #piz…,1966QPatriot,Patriot1966,,1251321817710682113,4,95,398,
1257496563733184514,2020-05-05 02:25:18,Dr. Andrew Kaufman Interview - The #COVID-19 Theory That You Are Not Allo... https://t.co/tclUF6K3Ek via @YouTube,Dominick Buscemi,dbuscemi1949,PA,20895618,2946,4824,23480,"Single Payer Health Care Advocate; Political Atheist; Anti-War; Anti-Zionist; NRA member, pro 2nd amendment; 1968 USMC Vietnam Vet; Retired truck driver"
1257496539829862407,2020-05-05 02:25:12,"RT @lora_ries: An easy, must-read on using an App for #COVID contact tracing by my @Heritage colleague @klonkitchen: The Apple–Google Partn…",Nile Gardiner,NileGardiner,"Washington, DC",849880970,12699,1294,1557,Foreign policy analyst. Former aide to Margaret Thatcher.
1257496529797099523,2020-05-05 02:25:10,"RT @Aaron_Derfel: 11) At the same time, 11,000 workers are absent from Quebec's health network, either because they’re sick with #COVID or…",The Teacher On Fire,teacherfire1,Canada,820035224612519938,1417,1308,27327,"He/Him. I teach primary school ESL. I also taught French and lived in the US for 2 years.  Let's talk sports, money, travels, food, life!  Cheers!"
1257496525028184065,2020-05-05 02:25:09,RT @evansmakori921: #MintoBwaKire with me Evans Makori on 101.7 and 91.7 Minto Fm. Tuesday Edition. #covid-19 #staysafe @evansmakori921 @mi…,Haron mosomi,HaronMosomi,,1218013006283575301,15,33,20,Mwalimu mwenyewe
1257496512864481282,2020-05-05 02:25:06,RT @JudyWoodruff: Pulitzer prize winning reporter @Laurie_Garrett says today's  forecasts of big expansion of #Covid seem headed for the Pr…,Shawn Griffin,509ShawnG,"Spokane, WA",793658020743876608,990,1505,66815,🏳️‍🌈🏳️‍🌈 News junkie. TV addict. Politically opinionated. ❤❤animals. Spokane native. Pain in the ass. Open minded. UNCENSORED 🙊🙊. Follow at your own risk.
1257496496875999232,2020-05-05 02:25:02,Do you know  China is the only developed country that has accepted to fund  @WHO with additional money help the org… https://t.co/M41x0eTb2Z,MAN OF THE PEOPLE,MANOFTH45792256,,1256391011607228422,110,1164,20,man of the people. .
1257496495802265600,2020-05-05 02:25:02,45         You don't have any #socialmedia is it too late to start during the #COVID-19 #pandemic?  Read my… https://t.co/IzvhKHZRZF,Con Sweeney,conpsweeney,NYC Area,2163322584,54000,52037,26199,Social Media Adviser - strategy & applications consulting | content development | teaching & coaching                 Managing Director - Someddi LLC
1257496495479234566,2020-05-05 02:25:02,RT @upcoprahul: #Karuna For All  !  #sundayvibes  #COVID #COVID__19 https://t.co/2CVfadA51R,rajesh,rajeshmitli,,856124282816143360,21,151,171,
1257496491037351943,2020-05-05 02:25:01,RT @arabnews: They have survived four decades of war but war-weary Afghans say that they are going through a “never before seen” #Ramadan —…,World News,world_news_eng,,1221366000752324609,493,38,0,For All English Users
1257496483202383872,2020-05-05 02:24:59,"During #COVID-19 it is vital that people with asthma check in with their primary health care service, keep on takin… https://t.co/espCB2UaBG",GlobalAsthmaNetwork,GlobalAsthmaNet,,1345549003,310,60,0,A world where no-one suffers from asthma
1257496478400024576,2020-05-05 02:24:58,RT @_TrellOfficial: As soon as this quarantine &amp; pandemic is over this is about to be us! I CANNOT WAIT TO GO OUTSIDE 🤣😂 #BrandNewDay #TheW…,Mese,wordiebyenature,,233565836,492,548,16872,"commentating through the role & action. names come and go, the reason behind them are forever;  1920 Fall '12"
1257496468773982208,2020-05-05 02:24:55,"RT @MichaelEddy: (1/4) Important news today: @Gavi's CEO proposes a #COVID-19 Advanced Market Commitment (AMC) ""working closely with CEPI,…",Susan Athey,Susan_Athey,"Stanford, CA",945284660,23497,994,4583,Economist
1257496465917665280,2020-05-05 02:24:55,@blacksciblog @LaddKeith I hear you!! I am sorry for the spread thin. We are like melted butter! Especially those t… https://t.co/CC0x1AjV6r,Felicia Goodrum,goodum_viruslab,"Tucson, AZ",3434411195,1179,238,2180,scientist/virus enthusiast/mother/advocate and lover of the natural world and truth and integrity
1257496463203921921,2020-05-05 02:24:54,"@LD29Democrats .@RichforRepLD29 quotes facts about the number of victims due to #COVID-19, Billy Bragg downplays th… https://t.co/fhI9EqHos5",Monica Pimentel,MoniGPi,"Phoenix,  AZ",474595206,842,941,11520,"AZ Native Latina, GESD Board Pres, Member of AzLSBA, AFSCME, AZPOA, Pride @ Work; LD29 Dem Chair; Advocate for Working Families, Public Ed, Equity"
1257496432371695617,2020-05-05 02:24:47,RT @DoubleEKay: Gov Jim Justice: “If they fucking follow the guidelines” 🤣🤣🤣 #covid https://t.co/bYgOtCr5VO,shyteesha crites,shyteeshacrites,"Summersville, WV",786326846627610624,137,163,840,i’m just here for the beef
1257496424113213441,2020-05-05 02:24:45,RT @JoelBrownABC11: “We are in a state of shock.” • • • Store owners at Durham’s long-struggling Northgate Mall are speaking out about the…,joy,JoyMarks1,"Wilmington, NC",385797446,93,168,48234,"Christian, Mom , Sister, Auntie, WeatherGeek & BeachGirl4Ever 🙂🙃#GoPack !!! #GoCanes !!! ❤️🐺🏈🏀⛸🥅"
1257496415011561475,2020-05-05 02:24:43,RT @PatriotCoast: @AndrewCMcCarthy @Sleeping_Gipsy They [politicians] are drunk on power from the #COVID scare and can't let go.  They will…,Based *Murder Hornet* StickGrrl,Sleeping_Gipsy,"Daytona Beach, FL",718831710,3509,3780,66414,💥Proud Member of #Cult45💥#MAGA #Trump2020 #kek #Covfefe #WWG1WGA #TheStorm #killaryforprison  🤖 NOT A RUSSIAN BOT
1257496390499889152,2020-05-05 02:24:37,Late Monday Greetings #IslandWrapsConnections.🤗🤗🤗 Today was quite interesting.🤨 #COVID-19 #pricegouging is out of c… https://t.co/417pE80v7W,Island Wraps,islandwraps2go,"Scottsville, NY",2427064011,193,1560,572,"Patricia is a Caterer & Personal Chef. People, cooking & serving gourmet foods are my biggest passion. I would love to bring my flavors to U & Urs! GF, DF, V, P"
1257496386309939207,2020-05-05 02:24:36,"RT @troidorg: Make du’a, ask Allah for relief from the #covid situation. If you looked at the media, they’d make you think safety and secur…",Tiflcreations,tifl_creations,,3195723539,298,60,1494,"faceless dolls, hand knitted garments for all ages, educational and arabic play mats. https://t.co/axJKmkinRQ over 35 years of experience! ships worldwide"
1257496382014799872,2020-05-05 02:24:35,RT @LeoVaradkar: Great call with President Moon ⁦@TheBlueHouseENG⁩ of the Republic of Korea this morning. Discussed co-operation on PPE sup…,C J Park,loraG_Garol,,145523600,146,180,9147,https://t.co/wnwVmjbqoZ https://t.co/bkwn0h8TQp https://t.co/xvQEoFZFCD
1257496378999058432,2020-05-05 02:24:34,RT @TheBreadfruit: Gov @dougducey is reopening restaurants on May 11th without adequate #COVID-19 testing. Could this be a play to force pe…,Aaron,phxaaron,"Phoenix, AZ",21284658,271,177,807,"Constantly on the move with my job. Texan living in Phoenix. I love travel, music, good food, and all things Mid-Century Modern."
1257496349047734273,2020-05-05 02:24:27,"RT @Aaron_Derfel: 8) The number of #COVID hospitalizations is rising steadily, with many patients likely being sent to hospitals from long-…",Noha Beshir,hockeyhijabi,Canada,263617902,1351,532,30957,"A hockey loving, tree hugging, exhausted working mom in Ottawa. Long suffering Habs fan https://t.co/XHwxIeej95 #noDAPL #Idlenomore #blm"
1257496344786350081,2020-05-05 02:24:26,RT @cinespeaks1: #AamirKhan and #KiranRao sing ‘classic songs’ together for fundraiser concert ‘I for India’ to help #COVID-19 frontline wo…,Serap Varol,AhirimSensin06,"Aliağa, Türkiye",3223960409,244,356,185225,Aamir Khan & Salman Khan ❤
1257496329372069888,2020-05-05 02:24:22,"RT @RepCohen: Trump knows that under oath #DrAnthonyFauci and Dr.Birks will tell truth and,ipso facto, contradict #TrumpOwnsEveryDeath No r…",ArtOnArtsBlog,ArTallks,Los Angeles Universe Omniverse,753358988,14345,6411,386542,#SupportLivingArtist ✨ The Love of #Art #Entertainment #Music #Writing #ArtsEdu ARTist Create and Give ~ #ARTivist #ARTS #Culture #ArtNews #Media #News
1257496321801555971,2020-05-05 02:24:20,RT @DoubleEKay: Gov Jim Justice: “If they fucking follow the guidelines” 🤣🤣🤣 #covid https://t.co/bYgOtCr5VO,Zo 🐉,isaiahjj98,"Morgantown, WV",1716395996,457,337,14997,$isaiahjj98 - CashApp
1257496321235320832,2020-05-05 02:24:20,"RT @emahlee: Amazon VP, @timbray resigns over #covid firings of me, @marencosta and others.   Says Amazon “firing whistleblowers” is “evide…",🚩 cancel rent+mortgage,nat_stylo,DC (she/her),992241917122547712,1115,818,56048,"tma dyke, labor organizer // red @cpn_dsa ⚓ #1u ⚒️"
1257496315623174144,2020-05-05 02:24:19,RT @LeoVaradkar: Great call with President Moon ⁦@TheBlueHouseENG⁩ of the Republic of Korea this morning. Discussed co-operation on PPE sup…,시코릿나잍,secoretnite,On his groove & fine pitch,4815187403,1017,170,4604,"가수💎+뮤배💎 켄 (이재환)💗 뮤지컬 셜록홈즈 - 켄클라이브 20.02.16~20.03.08  복가 메탈보이, On My Way,  나랑 만나볼래요, 늦은 후회「GIF/Pic./Vid. ☞ LIKE」"
1257496314704691200,2020-05-05 02:24:19,RT @terence_mills: Russian Direct Investment Fund starts #COVID-19 diagnostics using #AI #technology  #AI #AIio #BigData #ML #NLU #Iot http…,Milli Milner,MilliMilner,,1256256265526919172,15,88,134,"Speed reader, Distinguished Honor Grad for all endeavors,Aviation ingenuity for us Army, Red Rock Arsenal, helped build the east coast 911 infrastructure..."
1257496309432569858,2020-05-05 02:24:17,#Israel's #IIBR #completes #developmentphase of #COVID-19 #antibody - The Jerusalem Post https://t.co/TRPnYkTLjA,Jas Danai,jaspoptheart,"Fort Worth, TX",2171620130,1122,781,11694,"❤ kawaii, ghost towns, antiques, paranormal, phlebotomy, lablife,caregiver,STEM,social issues, traveling, geekbroidery, making music, multicultural, pan :)"
1257496307004051456,2020-05-05 02:24:17,This is extremely important and must be followed #AlcoholShops #lockdown #Covid https://t.co/3jwUIenuBj,[PradhumanBhati],honeymoosa909,"New Delhi, India",944085109,575,787,4652,Ailurophile..(CatLover)..A doubtful critic.. Trying to understand the the ever evolving energy sector....can't indulge in rapid typing... RT are no endorsement.
1257496288637132802,2020-05-05 02:24:13,"RT @RepCohen: Trump knows that under oath #DrAnthonyFauci and Dr.Birks will tell truth and,ipso facto, contradict #TrumpOwnsEveryDeath No r…",Matthew,ChelseaMatt33,"Greenville, SC",81200074,892,3096,46691,"Fan of Midtown Memphis; USA, Chelsea, Furman, ATLUTD, Triumph soccer; Clemson & Phil'a Eagles football; Atlanta Braves baseball; & Memphis Tigers & Grizz B-ball"
1257496274821152770,2020-05-05 02:24:09,RT @MissCandio: As long as there's #COVID shutdown;  #Flynn stays gagged  #Hillary's 📧 aren't found  #Comey still gets royalties from #Book…,Amy Oneal (Deplorable Army Brat) ⭐️ ⭐️ ⭐️,onealajo,United States,183502531,5105,5605,7393,⭐️⭐️⭐️#TWGRP #MAGA #TRUMPTRAIN #Trump2020 #TRUMPSUPPORTER #MILITARYCHILD #45DEPLORABLE #NRAsupporter #istandfortheflagkneelfortgecross #mighty200 +7
1257496264104710144,2020-05-05 02:24:07,"RT @Aaron_Derfel: 17) On Monday night, a 5th health worker to date died in Quebec, a 33-year-old Drummondville woman who provided home care…",me,L82be,,2655180373,1216,224,27302,"Follower of; life on earth, history  & the future. Our greatest challenge in this era will be to work toward PEACE 4 all.  Will NOT retweet Facebook links."
1257496257800605696,2020-05-05 02:24:05,"@ABC OJ Simpson had evidence he didn’t murder Nicole and Ron. Yep, I’ve played that game too when I was 5 Mikey. “I… https://t.co/yEDc4tc8oQ",Trumped Up Again,trumpedupagain,,824246308202549248,7,93,1205,I voted for Trump. But this is not what I voted for.
1257496249667911681,2020-05-05 02:24:03,"RT @emahlee: Amazon VP, @timbray resigns over #covid firings of me, @marencosta and others.   Says Amazon “firing whistleblowers” is “evide…",crusader4justice,senamil18839595,,1039522514358214656,258,2254,5405,
1257496243690930176,2020-05-05 02:24:02,"RT @Redpainter1: It's insane how easily Trump went from 15 deaths to 60,000 to now 100,000  Literally each of those are a living person who…",jan dodge,tenajd,United States,247791531,3435,4443,55011,Life is what happens to you while you're busy making other plans
1257496219632484354,2020-05-05 02:23:56,"RT @Aaron_Derfel: 17) On Monday night, a 5th health worker to date died in Quebec, a 33-year-old Drummondville woman who provided home care…",Nicolas Robidoux,NicolasRobidoux,Montréal,565813688,183,129,79100,The early bird gets to wait.
1257496202427297793,2020-05-05 02:23:52,RT @p_hannam: (New from @Laura_R_Chung and me): Residents protest (in #COVID-19 appropriate ways) to save unburnt South Coast forest from d…,💧🌱 wentworth falls,tilly64,Sydney,72160503,3318,3027,179423,"living on Bidjigal and Gadigal lands. Lover of trees, wildlife and ocean. #climateemergency"
1257496172752703488,2020-05-05 02:23:45,We are NOT this governor's guinea pigs. We are staying home &amp; will continue to live stream worship &amp; Zoom small gro… https://t.co/Xk1vWjz7i7,Lisa SchubertNowling,ldschubert,,563711269,481,579,2743,
1257496168617172992,2020-05-05 02:23:44,RT @mpoki_m: @MabalaMakengeza @EdgarNicas @ThabitSenior @RevKishoka @KipepeComrade @BestaMlagila @MarekaMalili @Kiganyi_ @Yahya_Kifyatu @li…,Yahya Kifyatu,Yahya_Kifyatu,,3519870802,11149,2493,27620,"Analyst, Engineer, Educator"
1257496159037403136,2020-05-05 02:23:42,"RT @RebelNewsOnline: Trudeau's #COVID-19 business loan bailout requires accepting Liberal ""statement of values""  @SheilaGunnReid has the de…",MagnaCarta1215,magnacarta12151,,1174137910108594176,228,830,14917,"""Justice restricted by law is injustice."""
1257496142889119744,2020-05-05 02:23:38,"RT @healthychildren: New moms can successfully start and maintain #breastfeeding during #COVID19, with some recommended precautions. Resour…",Amit Jain MD FAAP,JainimalMD,"Phoenix, AZ",30410567,33,85,506,Board-Certified General Pediatrician. World traveler. Techie. Car enthusiast. #Tweetiatrician - views are solely mine and do not represent medical advice.
